"fid","new_commun","old_commun","date"
3,"KELILALINA","KELILALINA","2015-09"
12,"MAROHARATRA","MAROHARATRA","2015-09"
13,"MAROTOKO","MAROTOKO","2015-09"
1,"RANOMAFANA","RANOMAFANA","2015-09"
10,"TSARATANANA","TSARATANANA","2015-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-10"
9,"ANALAMPASINA","ANALAMPASINA","2015-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-10"
7,"AMBIABE","ANDRORANGAVOLA","2015-10"
14,"ANTARETRA","ANTARETRA","2015-10"
15,"ANTSINDRA","ANTSINDRA","2015-10"
5,"AMPASINAMBO","FASINTSARA","2015-10"
11,"FASINTSARA","FASINTSARA","2015-10"
8,"IFANADIANA","IFANADIANA","2015-10"
3,"KELILALINA","KELILALINA","2015-10"
12,"MAROHARATRA","MAROHARATRA","2015-10"
13,"MAROTOKO","MAROTOKO","2015-10"
1,"RANOMAFANA","RANOMAFANA","2015-10"
10,"TSARATANANA","TSARATANANA","2015-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-11"
9,"ANALAMPASINA","ANALAMPASINA","2015-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-11"
7,"AMBIABE","ANDRORANGAVOLA","2015-11"
14,"ANTARETRA","ANTARETRA","2015-11"
15,"ANTSINDRA","ANTSINDRA","2015-11"
5,"AMPASINAMBO","FASINTSARA","2015-11"
11,"FASINTSARA","FASINTSARA","2015-11"
8,"IFANADIANA","IFANADIANA","2015-11"
3,"KELILALINA","KELILALINA","2015-11"
12,"MAROHARATRA","MAROHARATRA","2015-11"
13,"MAROTOKO","MAROTOKO","2015-11"
1,"RANOMAFANA","RANOMAFANA","2015-11"
10,"TSARATANANA","TSARATANANA","2015-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-12"
9,"ANALAMPASINA","ANALAMPASINA","2015-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-12"
7,"AMBIABE","ANDRORANGAVOLA","2015-12"
14,"ANTARETRA","ANTARETRA","2015-12"
15,"ANTSINDRA","ANTSINDRA","2015-12"
5,"AMPASINAMBO","FASINTSARA","2015-12"
11,"FASINTSARA","FASINTSARA","2015-12"
8,"IFANADIANA","IFANADIANA","2015-12"
3,"KELILALINA","KELILALINA","2015-12"
12,"MAROHARATRA","MAROHARATRA","2015-12"
13,"MAROTOKO","MAROTOKO","2015-12"
1,"RANOMAFANA","RANOMAFANA","2015-12"
10,"TSARATANANA","TSARATANANA","2015-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-01"
9,"ANALAMPASINA","ANALAMPASINA","2016-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-01"
7,"AMBIABE","ANDRORANGAVOLA","2016-01"
14,"ANTARETRA","ANTARETRA","2016-01"
15,"ANTSINDRA","ANTSINDRA","2016-01"
5,"AMPASINAMBO","FASINTSARA","2016-01"
11,"FASINTSARA","FASINTSARA","2016-01"
8,"IFANADIANA","IFANADIANA","2016-01"
3,"KELILALINA","KELILALINA","2016-01"
12,"MAROHARATRA","MAROHARATRA","2016-01"
13,"MAROTOKO","MAROTOKO","2016-01"
1,"RANOMAFANA","RANOMAFANA","2016-01"
10,"TSARATANANA","TSARATANANA","2016-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-02"
9,"ANALAMPASINA","ANALAMPASINA","2016-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-02"
7,"AMBIABE","ANDRORANGAVOLA","2016-02"
14,"ANTARETRA","ANTARETRA","2016-02"
15,"ANTSINDRA","ANTSINDRA","2016-02"
5,"AMPASINAMBO","FASINTSARA","2016-02"
11,"FASINTSARA","FASINTSARA","2016-02"
8,"IFANADIANA","IFANADIANA","2016-02"
3,"KELILALINA","KELILALINA","2016-02"
12,"MAROHARATRA","MAROHARATRA","2016-02"
13,"MAROTOKO","MAROTOKO","2016-02"
1,"RANOMAFANA","RANOMAFANA","2016-02"
10,"TSARATANANA","TSARATANANA","2016-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-03"
9,"ANALAMPASINA","ANALAMPASINA","2016-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-03"
7,"AMBIABE","ANDRORANGAVOLA","2016-03"
14,"ANTARETRA","ANTARETRA","2016-03"
15,"ANTSINDRA","ANTSINDRA","2016-03"
5,"AMPASINAMBO","FASINTSARA","2016-03"
11,"FASINTSARA","FASINTSARA","2016-03"
8,"IFANADIANA","IFANADIANA","2016-03"
3,"KELILALINA","KELILALINA","2016-03"
12,"MAROHARATRA","MAROHARATRA","2016-03"
13,"MAROTOKO","MAROTOKO","2016-03"
1,"RANOMAFANA","RANOMAFANA","2016-03"
10,"TSARATANANA","TSARATANANA","2016-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-04"
9,"ANALAMPASINA","ANALAMPASINA","2016-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-04"
7,"AMBIABE","ANDRORANGAVOLA","2016-04"
14,"ANTARETRA","ANTARETRA","2016-04"
15,"ANTSINDRA","ANTSINDRA","2016-04"
5,"AMPASINAMBO","FASINTSARA","2016-04"
11,"FASINTSARA","FASINTSARA","2016-04"
8,"IFANADIANA","IFANADIANA","2016-04"
3,"KELILALINA","KELILALINA","2016-04"
12,"MAROHARATRA","MAROHARATRA","2016-04"
13,"MAROTOKO","MAROTOKO","2016-04"
1,"RANOMAFANA","RANOMAFANA","2016-04"
10,"TSARATANANA","TSARATANANA","2016-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-05"
9,"ANALAMPASINA","ANALAMPASINA","2016-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-05"
7,"AMBIABE","ANDRORANGAVOLA","2016-05"
14,"ANTARETRA","ANTARETRA","2016-05"
15,"ANTSINDRA","ANTSINDRA","2016-05"
5,"AMPASINAMBO","FASINTSARA","2016-05"
11,"FASINTSARA","FASINTSARA","2016-05"
8,"IFANADIANA","IFANADIANA","2016-05"
3,"KELILALINA","KELILALINA","2016-05"
12,"MAROHARATRA","MAROHARATRA","2016-05"
13,"MAROTOKO","MAROTOKO","2016-05"
1,"RANOMAFANA","RANOMAFANA","2016-05"
10,"TSARATANANA","TSARATANANA","2016-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-06"
9,"ANALAMPASINA","ANALAMPASINA","2016-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-06"
7,"AMBIABE","ANDRORANGAVOLA","2016-06"
14,"ANTARETRA","ANTARETRA","2016-06"
15,"ANTSINDRA","ANTSINDRA","2016-06"
5,"AMPASINAMBO","FASINTSARA","2016-06"
11,"FASINTSARA","FASINTSARA","2016-06"
8,"IFANADIANA","IFANADIANA","2016-06"
3,"KELILALINA","KELILALINA","2016-06"
12,"MAROHARATRA","MAROHARATRA","2016-06"
13,"MAROTOKO","MAROTOKO","2016-06"
1,"RANOMAFANA","RANOMAFANA","2016-06"
10,"TSARATANANA","TSARATANANA","2016-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-07"
9,"ANALAMPASINA","ANALAMPASINA","2016-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-07"
7,"AMBIABE","ANDRORANGAVOLA","2016-07"
14,"ANTARETRA","ANTARETRA","2016-07"
15,"ANTSINDRA","ANTSINDRA","2016-07"
5,"AMPASINAMBO","FASINTSARA","2016-07"
11,"FASINTSARA","FASINTSARA","2016-07"
8,"IFANADIANA","IFANADIANA","2016-07"
3,"KELILALINA","KELILALINA","2016-07"
12,"MAROHARATRA","MAROHARATRA","2016-07"
13,"MAROTOKO","MAROTOKO","2016-07"
1,"RANOMAFANA","RANOMAFANA","2016-07"
10,"TSARATANANA","TSARATANANA","2016-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-08"
9,"ANALAMPASINA","ANALAMPASINA","2016-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-08"
7,"AMBIABE","ANDRORANGAVOLA","2016-08"
14,"ANTARETRA","ANTARETRA","2016-08"
15,"ANTSINDRA","ANTSINDRA","2016-08"
5,"AMPASINAMBO","FASINTSARA","2016-08"
11,"FASINTSARA","FASINTSARA","2016-08"
8,"IFANADIANA","IFANADIANA","2016-08"
3,"KELILALINA","KELILALINA","2016-08"
12,"MAROHARATRA","MAROHARATRA","2016-08"
13,"MAROTOKO","MAROTOKO","2016-08"
1,"RANOMAFANA","RANOMAFANA","2016-08"
10,"TSARATANANA","TSARATANANA","2016-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-09"
9,"ANALAMPASINA","ANALAMPASINA","2016-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-09"
7,"AMBIABE","ANDRORANGAVOLA","2016-09"
14,"ANTARETRA","ANTARETRA","2016-09"
15,"ANTSINDRA","ANTSINDRA","2016-09"
5,"AMPASINAMBO","FASINTSARA","2016-09"
11,"FASINTSARA","FASINTSARA","2016-09"
8,"IFANADIANA","IFANADIANA","2016-09"
3,"KELILALINA","KELILALINA","2016-09"
12,"MAROHARATRA","MAROHARATRA","2016-09"
13,"MAROTOKO","MAROTOKO","2016-09"
1,"RANOMAFANA","RANOMAFANA","2016-09"
10,"TSARATANANA","TSARATANANA","2016-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-10"
9,"ANALAMPASINA","ANALAMPASINA","2016-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-10"
7,"AMBIABE","ANDRORANGAVOLA","2016-10"
14,"ANTARETRA","ANTARETRA","2016-10"
15,"ANTSINDRA","ANTSINDRA","2016-10"
5,"AMPASINAMBO","FASINTSARA","2016-10"
11,"FASINTSARA","FASINTSARA","2016-10"
8,"IFANADIANA","IFANADIANA","2016-10"
3,"KELILALINA","KELILALINA","2016-10"
12,"MAROHARATRA","MAROHARATRA","2016-10"
13,"MAROTOKO","MAROTOKO","2016-10"
1,"RANOMAFANA","RANOMAFANA","2016-10"
10,"TSARATANANA","TSARATANANA","2016-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-11"
9,"ANALAMPASINA","ANALAMPASINA","2016-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-11"
7,"AMBIABE","ANDRORANGAVOLA","2016-11"
14,"ANTARETRA","ANTARETRA","2016-11"
15,"ANTSINDRA","ANTSINDRA","2016-11"
5,"AMPASINAMBO","FASINTSARA","2016-11"
11,"FASINTSARA","FASINTSARA","2016-11"
8,"IFANADIANA","IFANADIANA","2016-11"
3,"KELILALINA","KELILALINA","2016-11"
12,"MAROHARATRA","MAROHARATRA","2016-11"
13,"MAROTOKO","MAROTOKO","2016-11"
1,"RANOMAFANA","RANOMAFANA","2016-11"
10,"TSARATANANA","TSARATANANA","2016-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2016-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2016-12"
9,"ANALAMPASINA","ANALAMPASINA","2016-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2016-12"
7,"AMBIABE","ANDRORANGAVOLA","2016-12"
14,"ANTARETRA","ANTARETRA","2016-12"
15,"ANTSINDRA","ANTSINDRA","2016-12"
5,"AMPASINAMBO","FASINTSARA","2016-12"
11,"FASINTSARA","FASINTSARA","2016-12"
8,"IFANADIANA","IFANADIANA","2016-12"
3,"KELILALINA","KELILALINA","2016-12"
12,"MAROHARATRA","MAROHARATRA","2016-12"
13,"MAROTOKO","MAROTOKO","2016-12"
1,"RANOMAFANA","RANOMAFANA","2016-12"
10,"TSARATANANA","TSARATANANA","2016-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-01"
9,"ANALAMPASINA","ANALAMPASINA","2017-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-01"
7,"AMBIABE","ANDRORANGAVOLA","2017-01"
14,"ANTARETRA","ANTARETRA","2017-01"
15,"ANTSINDRA","ANTSINDRA","2017-01"
5,"AMPASINAMBO","FASINTSARA","2017-01"
11,"FASINTSARA","FASINTSARA","2017-01"
8,"IFANADIANA","IFANADIANA","2017-01"
3,"KELILALINA","KELILALINA","2017-01"
12,"MAROHARATRA","MAROHARATRA","2017-01"
13,"MAROTOKO","MAROTOKO","2017-01"
1,"RANOMAFANA","RANOMAFANA","2017-01"
10,"TSARATANANA","TSARATANANA","2017-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-02"
9,"ANALAMPASINA","ANALAMPASINA","2017-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-02"
7,"AMBIABE","ANDRORANGAVOLA","2017-02"
14,"ANTARETRA","ANTARETRA","2017-02"
15,"ANTSINDRA","ANTSINDRA","2017-02"
5,"AMPASINAMBO","FASINTSARA","2017-02"
11,"FASINTSARA","FASINTSARA","2017-02"
8,"IFANADIANA","IFANADIANA","2017-02"
3,"KELILALINA","KELILALINA","2017-02"
12,"MAROHARATRA","MAROHARATRA","2017-02"
13,"MAROTOKO","MAROTOKO","2017-02"
1,"RANOMAFANA","RANOMAFANA","2017-02"
10,"TSARATANANA","TSARATANANA","2017-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-03"
9,"ANALAMPASINA","ANALAMPASINA","2017-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-03"
7,"AMBIABE","ANDRORANGAVOLA","2017-03"
14,"ANTARETRA","ANTARETRA","2017-03"
15,"ANTSINDRA","ANTSINDRA","2017-03"
5,"AMPASINAMBO","FASINTSARA","2017-03"
11,"FASINTSARA","FASINTSARA","2017-03"
8,"IFANADIANA","IFANADIANA","2017-03"
3,"KELILALINA","KELILALINA","2017-03"
12,"MAROHARATRA","MAROHARATRA","2017-03"
13,"MAROTOKO","MAROTOKO","2017-03"
1,"RANOMAFANA","RANOMAFANA","2017-03"
10,"TSARATANANA","TSARATANANA","2017-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-04"
9,"ANALAMPASINA","ANALAMPASINA","2017-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-04"
7,"AMBIABE","ANDRORANGAVOLA","2017-04"
14,"ANTARETRA","ANTARETRA","2017-04"
15,"ANTSINDRA","ANTSINDRA","2017-04"
5,"AMPASINAMBO","FASINTSARA","2017-04"
11,"FASINTSARA","FASINTSARA","2017-04"
8,"IFANADIANA","IFANADIANA","2017-04"
3,"KELILALINA","KELILALINA","2017-04"
12,"MAROHARATRA","MAROHARATRA","2017-04"
13,"MAROTOKO","MAROTOKO","2017-04"
1,"RANOMAFANA","RANOMAFANA","2017-04"
10,"TSARATANANA","TSARATANANA","2017-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-05"
9,"ANALAMPASINA","ANALAMPASINA","2017-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-05"
7,"AMBIABE","ANDRORANGAVOLA","2017-05"
14,"ANTARETRA","ANTARETRA","2017-05"
15,"ANTSINDRA","ANTSINDRA","2017-05"
5,"AMPASINAMBO","FASINTSARA","2017-05"
11,"FASINTSARA","FASINTSARA","2017-05"
8,"IFANADIANA","IFANADIANA","2017-05"
3,"KELILALINA","KELILALINA","2017-05"
12,"MAROHARATRA","MAROHARATRA","2017-05"
13,"MAROTOKO","MAROTOKO","2017-05"
1,"RANOMAFANA","RANOMAFANA","2017-05"
10,"TSARATANANA","TSARATANANA","2017-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-06"
9,"ANALAMPASINA","ANALAMPASINA","2017-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-06"
7,"AMBIABE","ANDRORANGAVOLA","2017-06"
14,"ANTARETRA","ANTARETRA","2017-06"
15,"ANTSINDRA","ANTSINDRA","2017-06"
5,"AMPASINAMBO","FASINTSARA","2017-06"
11,"FASINTSARA","FASINTSARA","2017-06"
8,"IFANADIANA","IFANADIANA","2017-06"
3,"KELILALINA","KELILALINA","2017-06"
12,"MAROHARATRA","MAROHARATRA","2017-06"
13,"MAROTOKO","MAROTOKO","2017-06"
1,"RANOMAFANA","RANOMAFANA","2017-06"
10,"TSARATANANA","TSARATANANA","2017-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-07"
9,"ANALAMPASINA","ANALAMPASINA","2017-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-07"
7,"AMBIABE","ANDRORANGAVOLA","2017-07"
14,"ANTARETRA","ANTARETRA","2017-07"
15,"ANTSINDRA","ANTSINDRA","2017-07"
5,"AMPASINAMBO","FASINTSARA","2017-07"
11,"FASINTSARA","FASINTSARA","2017-07"
8,"IFANADIANA","IFANADIANA","2017-07"
3,"KELILALINA","KELILALINA","2017-07"
12,"MAROHARATRA","MAROHARATRA","2017-07"
13,"MAROTOKO","MAROTOKO","2017-07"
1,"RANOMAFANA","RANOMAFANA","2017-07"
10,"TSARATANANA","TSARATANANA","2017-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-08"
9,"ANALAMPASINA","ANALAMPASINA","2017-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-08"
7,"AMBIABE","ANDRORANGAVOLA","2017-08"
14,"ANTARETRA","ANTARETRA","2017-08"
15,"ANTSINDRA","ANTSINDRA","2017-08"
5,"AMPASINAMBO","FASINTSARA","2017-08"
11,"FASINTSARA","FASINTSARA","2017-08"
8,"IFANADIANA","IFANADIANA","2017-08"
3,"KELILALINA","KELILALINA","2017-08"
12,"MAROHARATRA","MAROHARATRA","2017-08"
13,"MAROTOKO","MAROTOKO","2017-08"
1,"RANOMAFANA","RANOMAFANA","2017-08"
10,"TSARATANANA","TSARATANANA","2017-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-09"
9,"ANALAMPASINA","ANALAMPASINA","2017-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-09"
7,"AMBIABE","ANDRORANGAVOLA","2017-09"
14,"ANTARETRA","ANTARETRA","2017-09"
15,"ANTSINDRA","ANTSINDRA","2017-09"
5,"AMPASINAMBO","FASINTSARA","2017-09"
11,"FASINTSARA","FASINTSARA","2017-09"
8,"IFANADIANA","IFANADIANA","2017-09"
3,"KELILALINA","KELILALINA","2017-09"
12,"MAROHARATRA","MAROHARATRA","2017-09"
13,"MAROTOKO","MAROTOKO","2017-09"
1,"RANOMAFANA","RANOMAFANA","2017-09"
10,"TSARATANANA","TSARATANANA","2017-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-10"
9,"ANALAMPASINA","ANALAMPASINA","2017-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-10"
7,"AMBIABE","ANDRORANGAVOLA","2017-10"
14,"ANTARETRA","ANTARETRA","2017-10"
15,"ANTSINDRA","ANTSINDRA","2017-10"
5,"AMPASINAMBO","FASINTSARA","2017-10"
11,"FASINTSARA","FASINTSARA","2017-10"
8,"IFANADIANA","IFANADIANA","2017-10"
3,"KELILALINA","KELILALINA","2017-10"
12,"MAROHARATRA","MAROHARATRA","2017-10"
13,"MAROTOKO","MAROTOKO","2017-10"
1,"RANOMAFANA","RANOMAFANA","2017-10"
10,"TSARATANANA","TSARATANANA","2017-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-11"
9,"ANALAMPASINA","ANALAMPASINA","2017-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-11"
7,"AMBIABE","ANDRORANGAVOLA","2017-11"
14,"ANTARETRA","ANTARETRA","2017-11"
15,"ANTSINDRA","ANTSINDRA","2017-11"
5,"AMPASINAMBO","FASINTSARA","2017-11"
11,"FASINTSARA","FASINTSARA","2017-11"
8,"IFANADIANA","IFANADIANA","2017-11"
3,"KELILALINA","KELILALINA","2017-11"
12,"MAROHARATRA","MAROHARATRA","2017-11"
13,"MAROTOKO","MAROTOKO","2017-11"
1,"RANOMAFANA","RANOMAFANA","2017-11"
10,"TSARATANANA","TSARATANANA","2017-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2017-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2017-12"
9,"ANALAMPASINA","ANALAMPASINA","2017-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2017-12"
7,"AMBIABE","ANDRORANGAVOLA","2017-12"
14,"ANTARETRA","ANTARETRA","2017-12"
15,"ANTSINDRA","ANTSINDRA","2017-12"
5,"AMPASINAMBO","FASINTSARA","2017-12"
11,"FASINTSARA","FASINTSARA","2017-12"
8,"IFANADIANA","IFANADIANA","2017-12"
3,"KELILALINA","KELILALINA","2017-12"
12,"MAROHARATRA","MAROHARATRA","2017-12"
13,"MAROTOKO","MAROTOKO","2017-12"
1,"RANOMAFANA","RANOMAFANA","2017-12"
10,"TSARATANANA","TSARATANANA","2017-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2018-01"
9,"ANALAMPASINA","ANALAMPASINA","2018-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2018-01"
7,"AMBIABE","ANDRORANGAVOLA","2018-01"
14,"ANTARETRA","ANTARETRA","2018-01"
15,"ANTSINDRA","ANTSINDRA","2018-01"
5,"AMPASINAMBO","FASINTSARA","2018-01"
11,"FASINTSARA","FASINTSARA","2018-01"
8,"IFANADIANA","IFANADIANA","2018-01"
3,"KELILALINA","KELILALINA","2018-01"
12,"MAROHARATRA","MAROHARATRA","2018-01"
13,"MAROTOKO","MAROTOKO","2018-01"
1,"RANOMAFANA","RANOMAFANA","2018-01"
10,"TSARATANANA","TSARATANANA","2018-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2018-02"
9,"ANALAMPASINA","ANALAMPASINA","2018-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2018-02"
7,"AMBIABE","ANDRORANGAVOLA","2018-02"
14,"ANTARETRA","ANTARETRA","2018-02"
15,"ANTSINDRA","ANTSINDRA","2018-02"
5,"AMPASINAMBO","FASINTSARA","2018-02"
11,"FASINTSARA","FASINTSARA","2018-02"
8,"IFANADIANA","IFANADIANA","2018-02"
3,"KELILALINA","KELILALINA","2018-02"
12,"MAROHARATRA","MAROHARATRA","2018-02"
13,"MAROTOKO","MAROTOKO","2018-02"
1,"RANOMAFANA","RANOMAFANA","2018-02"
10,"TSARATANANA","TSARATANANA","2018-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2018-03"
9,"ANALAMPASINA","ANALAMPASINA","2018-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2018-03"
7,"AMBIABE","ANDRORANGAVOLA","2018-03"
14,"ANTARETRA","ANTARETRA","2018-03"
15,"ANTSINDRA","ANTSINDRA","2018-03"
5,"AMPASINAMBO","FASINTSARA","2018-03"
11,"FASINTSARA","FASINTSARA","2018-03"
8,"IFANADIANA","IFANADIANA","2018-03"
3,"KELILALINA","KELILALINA","2018-03"
12,"MAROHARATRA","MAROHARATRA","2018-03"
13,"MAROTOKO","MAROTOKO","2018-03"
1,"RANOMAFANA","RANOMAFANA","2018-03"
10,"TSARATANANA","TSARATANANA","2018-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2018-04"
9,"ANALAMPASINA","ANALAMPASINA","2018-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2018-04"
7,"AMBIABE","ANDRORANGAVOLA","2018-04"
14,"ANTARETRA","ANTARETRA","2018-04"
15,"ANTSINDRA","ANTSINDRA","2018-04"
5,"AMPASINAMBO","FASINTSARA","2018-04"
11,"FASINTSARA","FASINTSARA","2018-04"
8,"IFANADIANA","IFANADIANA","2018-04"
3,"KELILALINA","KELILALINA","2018-04"
12,"MAROHARATRA","MAROHARATRA","2018-04"
13,"MAROTOKO","MAROTOKO","2018-04"
1,"RANOMAFANA","RANOMAFANA","2018-04"
10,"TSARATANANA","TSARATANANA","2018-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2018-05"
9,"ANALAMPASINA","ANALAMPASINA","2018-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2018-05"
7,"AMBIABE","ANDRORANGAVOLA","2018-05"
14,"ANTARETRA","ANTARETRA","2018-05"
15,"ANTSINDRA","ANTSINDRA","2018-05"
5,"AMPASINAMBO","FASINTSARA","2018-05"
11,"FASINTSARA","FASINTSARA","2018-05"
8,"IFANADIANA","IFANADIANA","2018-05"
3,"KELILALINA","KELILALINA","2018-05"
12,"MAROHARATRA","MAROHARATRA","2018-05"
13,"MAROTOKO","MAROTOKO","2018-05"
1,"RANOMAFANA","RANOMAFANA","2018-05"
10,"TSARATANANA","TSARATANANA","2018-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2018-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2018-06"
9,"ANALAMPASINA","ANALAMPASINA","2018-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2018-06"
7,"AMBIABE","ANDRORANGAVOLA","2018-06"
14,"ANTARETRA","ANTARETRA","2018-06"
15,"ANTSINDRA","ANTSINDRA","2018-06"
5,"AMPASINAMBO","FASINTSARA","2018-06"
11,"FASINTSARA","FASINTSARA","2018-06"
8,"IFANADIANA","IFANADIANA","2018-06"
3,"KELILALINA","KELILALINA","2018-06"
12,"MAROHARATRA","MAROHARATRA","2018-06"
13,"MAROTOKO","MAROTOKO","2018-06"
