"fid","new_commun","old_commun","date"
5,"AMPASINAMBO","FASINTSARA","2012-12"
11,"FASINTSARA","FASINTSARA","2012-12"
8,"IFANADIANA","IFANADIANA","2012-12"
3,"KELILALINA","KELILALINA","2012-12"
12,"MAROHARATRA","MAROHARATRA","2012-12"
13,"MAROTOKO","MAROTOKO","2012-12"
1,"RANOMAFANA","RANOMAFANA","2012-12"
10,"TSARATANANA","TSARATANANA","2012-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-01"
9,"ANALAMPASINA","ANALAMPASINA","2013-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-01"
7,"AMBIABE","ANDRORANGAVOLA","2013-01"
14,"ANTARETRA","ANTARETRA","2013-01"
15,"ANTSINDRA","ANTSINDRA","2013-01"
5,"AMPASINAMBO","FASINTSARA","2013-01"
11,"FASINTSARA","FASINTSARA","2013-01"
8,"IFANADIANA","IFANADIANA","2013-01"
3,"KELILALINA","KELILALINA","2013-01"
12,"MAROHARATRA","MAROHARATRA","2013-01"
13,"MAROTOKO","MAROTOKO","2013-01"
1,"RANOMAFANA","RANOMAFANA","2013-01"
10,"TSARATANANA","TSARATANANA","2013-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-02"
9,"ANALAMPASINA","ANALAMPASINA","2013-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-02"
7,"AMBIABE","ANDRORANGAVOLA","2013-02"
14,"ANTARETRA","ANTARETRA","2013-02"
15,"ANTSINDRA","ANTSINDRA","2013-02"
5,"AMPASINAMBO","FASINTSARA","2013-02"
11,"FASINTSARA","FASINTSARA","2013-02"
8,"IFANADIANA","IFANADIANA","2013-02"
3,"KELILALINA","KELILALINA","2013-02"
12,"MAROHARATRA","MAROHARATRA","2013-02"
13,"MAROTOKO","MAROTOKO","2013-02"
1,"RANOMAFANA","RANOMAFANA","2013-02"
10,"TSARATANANA","TSARATANANA","2013-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-03"
9,"ANALAMPASINA","ANALAMPASINA","2013-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-03"
7,"AMBIABE","ANDRORANGAVOLA","2013-03"
14,"ANTARETRA","ANTARETRA","2013-03"
15,"ANTSINDRA","ANTSINDRA","2013-03"
5,"AMPASINAMBO","FASINTSARA","2013-03"
11,"FASINTSARA","FASINTSARA","2013-03"
8,"IFANADIANA","IFANADIANA","2013-03"
3,"KELILALINA","KELILALINA","2013-03"
12,"MAROHARATRA","MAROHARATRA","2013-03"
13,"MAROTOKO","MAROTOKO","2013-03"
1,"RANOMAFANA","RANOMAFANA","2013-03"
10,"TSARATANANA","TSARATANANA","2013-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-04"
9,"ANALAMPASINA","ANALAMPASINA","2013-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-04"
7,"AMBIABE","ANDRORANGAVOLA","2013-04"
14,"ANTARETRA","ANTARETRA","2013-04"
15,"ANTSINDRA","ANTSINDRA","2013-04"
5,"AMPASINAMBO","FASINTSARA","2013-04"
11,"FASINTSARA","FASINTSARA","2013-04"
8,"IFANADIANA","IFANADIANA","2013-04"
3,"KELILALINA","KELILALINA","2013-04"
12,"MAROHARATRA","MAROHARATRA","2013-04"
13,"MAROTOKO","MAROTOKO","2013-04"
1,"RANOMAFANA","RANOMAFANA","2013-04"
10,"TSARATANANA","TSARATANANA","2013-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-05"
9,"ANALAMPASINA","ANALAMPASINA","2013-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-05"
7,"AMBIABE","ANDRORANGAVOLA","2013-05"
14,"ANTARETRA","ANTARETRA","2013-05"
15,"ANTSINDRA","ANTSINDRA","2013-05"
5,"AMPASINAMBO","FASINTSARA","2013-05"
11,"FASINTSARA","FASINTSARA","2013-05"
8,"IFANADIANA","IFANADIANA","2013-05"
3,"KELILALINA","KELILALINA","2013-05"
12,"MAROHARATRA","MAROHARATRA","2013-05"
13,"MAROTOKO","MAROTOKO","2013-05"
1,"RANOMAFANA","RANOMAFANA","2013-05"
10,"TSARATANANA","TSARATANANA","2013-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-06"
9,"ANALAMPASINA","ANALAMPASINA","2013-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-06"
7,"AMBIABE","ANDRORANGAVOLA","2013-06"
14,"ANTARETRA","ANTARETRA","2013-06"
15,"ANTSINDRA","ANTSINDRA","2013-06"
5,"AMPASINAMBO","FASINTSARA","2013-06"
11,"FASINTSARA","FASINTSARA","2013-06"
8,"IFANADIANA","IFANADIANA","2013-06"
3,"KELILALINA","KELILALINA","2013-06"
12,"MAROHARATRA","MAROHARATRA","2013-06"
13,"MAROTOKO","MAROTOKO","2013-06"
1,"RANOMAFANA","RANOMAFANA","2013-06"
10,"TSARATANANA","TSARATANANA","2013-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-07"
9,"ANALAMPASINA","ANALAMPASINA","2013-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-07"
7,"AMBIABE","ANDRORANGAVOLA","2013-07"
14,"ANTARETRA","ANTARETRA","2013-07"
15,"ANTSINDRA","ANTSINDRA","2013-07"
5,"AMPASINAMBO","FASINTSARA","2013-07"
11,"FASINTSARA","FASINTSARA","2013-07"
8,"IFANADIANA","IFANADIANA","2013-07"
3,"KELILALINA","KELILALINA","2013-07"
12,"MAROHARATRA","MAROHARATRA","2013-07"
13,"MAROTOKO","MAROTOKO","2013-07"
1,"RANOMAFANA","RANOMAFANA","2013-07"
10,"TSARATANANA","TSARATANANA","2013-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-08"
9,"ANALAMPASINA","ANALAMPASINA","2013-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-08"
7,"AMBIABE","ANDRORANGAVOLA","2013-08"
14,"ANTARETRA","ANTARETRA","2013-08"
15,"ANTSINDRA","ANTSINDRA","2013-08"
5,"AMPASINAMBO","FASINTSARA","2013-08"
11,"FASINTSARA","FASINTSARA","2013-08"
8,"IFANADIANA","IFANADIANA","2013-08"
3,"KELILALINA","KELILALINA","2013-08"
12,"MAROHARATRA","MAROHARATRA","2013-08"
13,"MAROTOKO","MAROTOKO","2013-08"
1,"RANOMAFANA","RANOMAFANA","2013-08"
10,"TSARATANANA","TSARATANANA","2013-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-09"
9,"ANALAMPASINA","ANALAMPASINA","2013-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-09"
7,"AMBIABE","ANDRORANGAVOLA","2013-09"
14,"ANTARETRA","ANTARETRA","2013-09"
15,"ANTSINDRA","ANTSINDRA","2013-09"
5,"AMPASINAMBO","FASINTSARA","2013-09"
11,"FASINTSARA","FASINTSARA","2013-09"
8,"IFANADIANA","IFANADIANA","2013-09"
3,"KELILALINA","KELILALINA","2013-09"
12,"MAROHARATRA","MAROHARATRA","2013-09"
13,"MAROTOKO","MAROTOKO","2013-09"
1,"RANOMAFANA","RANOMAFANA","2013-09"
10,"TSARATANANA","TSARATANANA","2013-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-10"
9,"ANALAMPASINA","ANALAMPASINA","2013-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-10"
7,"AMBIABE","ANDRORANGAVOLA","2013-10"
14,"ANTARETRA","ANTARETRA","2013-10"
15,"ANTSINDRA","ANTSINDRA","2013-10"
5,"AMPASINAMBO","FASINTSARA","2013-10"
11,"FASINTSARA","FASINTSARA","2013-10"
8,"IFANADIANA","IFANADIANA","2013-10"
3,"KELILALINA","KELILALINA","2013-10"
12,"MAROHARATRA","MAROHARATRA","2013-10"
13,"MAROTOKO","MAROTOKO","2013-10"
1,"RANOMAFANA","RANOMAFANA","2013-10"
10,"TSARATANANA","TSARATANANA","2013-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-11"
9,"ANALAMPASINA","ANALAMPASINA","2013-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-11"
7,"AMBIABE","ANDRORANGAVOLA","2013-11"
14,"ANTARETRA","ANTARETRA","2013-11"
15,"ANTSINDRA","ANTSINDRA","2013-11"
5,"AMPASINAMBO","FASINTSARA","2013-11"
11,"FASINTSARA","FASINTSARA","2013-11"
8,"IFANADIANA","IFANADIANA","2013-11"
3,"KELILALINA","KELILALINA","2013-11"
12,"MAROHARATRA","MAROHARATRA","2013-11"
13,"MAROTOKO","MAROTOKO","2013-11"
1,"RANOMAFANA","RANOMAFANA","2013-11"
10,"TSARATANANA","TSARATANANA","2013-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2013-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2013-12"
9,"ANALAMPASINA","ANALAMPASINA","2013-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2013-12"
7,"AMBIABE","ANDRORANGAVOLA","2013-12"
14,"ANTARETRA","ANTARETRA","2013-12"
15,"ANTSINDRA","ANTSINDRA","2013-12"
5,"AMPASINAMBO","FASINTSARA","2013-12"
11,"FASINTSARA","FASINTSARA","2013-12"
8,"IFANADIANA","IFANADIANA","2013-12"
3,"KELILALINA","KELILALINA","2013-12"
12,"MAROHARATRA","MAROHARATRA","2013-12"
13,"MAROTOKO","MAROTOKO","2013-12"
1,"RANOMAFANA","RANOMAFANA","2013-12"
10,"TSARATANANA","TSARATANANA","2013-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-01"
9,"ANALAMPASINA","ANALAMPASINA","2014-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-01"
7,"AMBIABE","ANDRORANGAVOLA","2014-01"
14,"ANTARETRA","ANTARETRA","2014-01"
15,"ANTSINDRA","ANTSINDRA","2014-01"
5,"AMPASINAMBO","FASINTSARA","2014-01"
11,"FASINTSARA","FASINTSARA","2014-01"
8,"IFANADIANA","IFANADIANA","2014-01"
3,"KELILALINA","KELILALINA","2014-01"
12,"MAROHARATRA","MAROHARATRA","2014-01"
13,"MAROTOKO","MAROTOKO","2014-01"
1,"RANOMAFANA","RANOMAFANA","2014-01"
10,"TSARATANANA","TSARATANANA","2014-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-02"
9,"ANALAMPASINA","ANALAMPASINA","2014-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-02"
7,"AMBIABE","ANDRORANGAVOLA","2014-02"
14,"ANTARETRA","ANTARETRA","2014-02"
15,"ANTSINDRA","ANTSINDRA","2014-02"
5,"AMPASINAMBO","FASINTSARA","2014-02"
11,"FASINTSARA","FASINTSARA","2014-02"
8,"IFANADIANA","IFANADIANA","2014-02"
3,"KELILALINA","KELILALINA","2014-02"
12,"MAROHARATRA","MAROHARATRA","2014-02"
13,"MAROTOKO","MAROTOKO","2014-02"
1,"RANOMAFANA","RANOMAFANA","2014-02"
10,"TSARATANANA","TSARATANANA","2014-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-03"
9,"ANALAMPASINA","ANALAMPASINA","2014-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-03"
7,"AMBIABE","ANDRORANGAVOLA","2014-03"
14,"ANTARETRA","ANTARETRA","2014-03"
15,"ANTSINDRA","ANTSINDRA","2014-03"
5,"AMPASINAMBO","FASINTSARA","2014-03"
11,"FASINTSARA","FASINTSARA","2014-03"
8,"IFANADIANA","IFANADIANA","2014-03"
3,"KELILALINA","KELILALINA","2014-03"
12,"MAROHARATRA","MAROHARATRA","2014-03"
13,"MAROTOKO","MAROTOKO","2014-03"
1,"RANOMAFANA","RANOMAFANA","2014-03"
10,"TSARATANANA","TSARATANANA","2014-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-04"
9,"ANALAMPASINA","ANALAMPASINA","2014-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-04"
7,"AMBIABE","ANDRORANGAVOLA","2014-04"
14,"ANTARETRA","ANTARETRA","2014-04"
15,"ANTSINDRA","ANTSINDRA","2014-04"
5,"AMPASINAMBO","FASINTSARA","2014-04"
11,"FASINTSARA","FASINTSARA","2014-04"
8,"IFANADIANA","IFANADIANA","2014-04"
3,"KELILALINA","KELILALINA","2014-04"
12,"MAROHARATRA","MAROHARATRA","2014-04"
13,"MAROTOKO","MAROTOKO","2014-04"
1,"RANOMAFANA","RANOMAFANA","2014-04"
10,"TSARATANANA","TSARATANANA","2014-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-05"
9,"ANALAMPASINA","ANALAMPASINA","2014-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-05"
7,"AMBIABE","ANDRORANGAVOLA","2014-05"
14,"ANTARETRA","ANTARETRA","2014-05"
15,"ANTSINDRA","ANTSINDRA","2014-05"
5,"AMPASINAMBO","FASINTSARA","2014-05"
11,"FASINTSARA","FASINTSARA","2014-05"
8,"IFANADIANA","IFANADIANA","2014-05"
3,"KELILALINA","KELILALINA","2014-05"
12,"MAROHARATRA","MAROHARATRA","2014-05"
13,"MAROTOKO","MAROTOKO","2014-05"
1,"RANOMAFANA","RANOMAFANA","2014-05"
10,"TSARATANANA","TSARATANANA","2014-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-06"
9,"ANALAMPASINA","ANALAMPASINA","2014-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-06"
7,"AMBIABE","ANDRORANGAVOLA","2014-06"
14,"ANTARETRA","ANTARETRA","2014-06"
15,"ANTSINDRA","ANTSINDRA","2014-06"
5,"AMPASINAMBO","FASINTSARA","2014-06"
11,"FASINTSARA","FASINTSARA","2014-06"
8,"IFANADIANA","IFANADIANA","2014-06"
3,"KELILALINA","KELILALINA","2014-06"
12,"MAROHARATRA","MAROHARATRA","2014-06"
13,"MAROTOKO","MAROTOKO","2014-06"
1,"RANOMAFANA","RANOMAFANA","2014-06"
10,"TSARATANANA","TSARATANANA","2014-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-07"
9,"ANALAMPASINA","ANALAMPASINA","2014-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-07"
7,"AMBIABE","ANDRORANGAVOLA","2014-07"
14,"ANTARETRA","ANTARETRA","2014-07"
15,"ANTSINDRA","ANTSINDRA","2014-07"
5,"AMPASINAMBO","FASINTSARA","2014-07"
11,"FASINTSARA","FASINTSARA","2014-07"
8,"IFANADIANA","IFANADIANA","2014-07"
3,"KELILALINA","KELILALINA","2014-07"
12,"MAROHARATRA","MAROHARATRA","2014-07"
13,"MAROTOKO","MAROTOKO","2014-07"
1,"RANOMAFANA","RANOMAFANA","2014-07"
10,"TSARATANANA","TSARATANANA","2014-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-08"
9,"ANALAMPASINA","ANALAMPASINA","2014-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-08"
7,"AMBIABE","ANDRORANGAVOLA","2014-08"
14,"ANTARETRA","ANTARETRA","2014-08"
15,"ANTSINDRA","ANTSINDRA","2014-08"
5,"AMPASINAMBO","FASINTSARA","2014-08"
11,"FASINTSARA","FASINTSARA","2014-08"
8,"IFANADIANA","IFANADIANA","2014-08"
3,"KELILALINA","KELILALINA","2014-08"
12,"MAROHARATRA","MAROHARATRA","2014-08"
13,"MAROTOKO","MAROTOKO","2014-08"
1,"RANOMAFANA","RANOMAFANA","2014-08"
10,"TSARATANANA","TSARATANANA","2014-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-09"
9,"ANALAMPASINA","ANALAMPASINA","2014-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-09"
7,"AMBIABE","ANDRORANGAVOLA","2014-09"
14,"ANTARETRA","ANTARETRA","2014-09"
15,"ANTSINDRA","ANTSINDRA","2014-09"
5,"AMPASINAMBO","FASINTSARA","2014-09"
11,"FASINTSARA","FASINTSARA","2014-09"
8,"IFANADIANA","IFANADIANA","2014-09"
3,"KELILALINA","KELILALINA","2014-09"
12,"MAROHARATRA","MAROHARATRA","2014-09"
13,"MAROTOKO","MAROTOKO","2014-09"
1,"RANOMAFANA","RANOMAFANA","2014-09"
10,"TSARATANANA","TSARATANANA","2014-09"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-10"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-10"
9,"ANALAMPASINA","ANALAMPASINA","2014-10"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-10"
7,"AMBIABE","ANDRORANGAVOLA","2014-10"
14,"ANTARETRA","ANTARETRA","2014-10"
15,"ANTSINDRA","ANTSINDRA","2014-10"
5,"AMPASINAMBO","FASINTSARA","2014-10"
11,"FASINTSARA","FASINTSARA","2014-10"
8,"IFANADIANA","IFANADIANA","2014-10"
3,"KELILALINA","KELILALINA","2014-10"
12,"MAROHARATRA","MAROHARATRA","2014-10"
13,"MAROTOKO","MAROTOKO","2014-10"
1,"RANOMAFANA","RANOMAFANA","2014-10"
10,"TSARATANANA","TSARATANANA","2014-10"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-11"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-11"
9,"ANALAMPASINA","ANALAMPASINA","2014-11"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-11"
7,"AMBIABE","ANDRORANGAVOLA","2014-11"
14,"ANTARETRA","ANTARETRA","2014-11"
15,"ANTSINDRA","ANTSINDRA","2014-11"
5,"AMPASINAMBO","FASINTSARA","2014-11"
11,"FASINTSARA","FASINTSARA","2014-11"
8,"IFANADIANA","IFANADIANA","2014-11"
3,"KELILALINA","KELILALINA","2014-11"
12,"MAROHARATRA","MAROHARATRA","2014-11"
13,"MAROTOKO","MAROTOKO","2014-11"
1,"RANOMAFANA","RANOMAFANA","2014-11"
10,"TSARATANANA","TSARATANANA","2014-11"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2014-12"
4,"AMBOHIMIERA","AMBOHIMIERA","2014-12"
9,"ANALAMPASINA","ANALAMPASINA","2014-12"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2014-12"
7,"AMBIABE","ANDRORANGAVOLA","2014-12"
14,"ANTARETRA","ANTARETRA","2014-12"
15,"ANTSINDRA","ANTSINDRA","2014-12"
5,"AMPASINAMBO","FASINTSARA","2014-12"
11,"FASINTSARA","FASINTSARA","2014-12"
8,"IFANADIANA","IFANADIANA","2014-12"
3,"KELILALINA","KELILALINA","2014-12"
12,"MAROHARATRA","MAROHARATRA","2014-12"
13,"MAROTOKO","MAROTOKO","2014-12"
1,"RANOMAFANA","RANOMAFANA","2014-12"
10,"TSARATANANA","TSARATANANA","2014-12"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-01"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-01"
9,"ANALAMPASINA","ANALAMPASINA","2015-01"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-01"
7,"AMBIABE","ANDRORANGAVOLA","2015-01"
14,"ANTARETRA","ANTARETRA","2015-01"
15,"ANTSINDRA","ANTSINDRA","2015-01"
5,"AMPASINAMBO","FASINTSARA","2015-01"
11,"FASINTSARA","FASINTSARA","2015-01"
8,"IFANADIANA","IFANADIANA","2015-01"
3,"KELILALINA","KELILALINA","2015-01"
12,"MAROHARATRA","MAROHARATRA","2015-01"
13,"MAROTOKO","MAROTOKO","2015-01"
1,"RANOMAFANA","RANOMAFANA","2015-01"
10,"TSARATANANA","TSARATANANA","2015-01"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-02"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-02"
9,"ANALAMPASINA","ANALAMPASINA","2015-02"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-02"
7,"AMBIABE","ANDRORANGAVOLA","2015-02"
14,"ANTARETRA","ANTARETRA","2015-02"
15,"ANTSINDRA","ANTSINDRA","2015-02"
5,"AMPASINAMBO","FASINTSARA","2015-02"
11,"FASINTSARA","FASINTSARA","2015-02"
8,"IFANADIANA","IFANADIANA","2015-02"
3,"KELILALINA","KELILALINA","2015-02"
12,"MAROHARATRA","MAROHARATRA","2015-02"
13,"MAROTOKO","MAROTOKO","2015-02"
1,"RANOMAFANA","RANOMAFANA","2015-02"
10,"TSARATANANA","TSARATANANA","2015-02"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-03"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-03"
9,"ANALAMPASINA","ANALAMPASINA","2015-03"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-03"
7,"AMBIABE","ANDRORANGAVOLA","2015-03"
14,"ANTARETRA","ANTARETRA","2015-03"
15,"ANTSINDRA","ANTSINDRA","2015-03"
5,"AMPASINAMBO","FASINTSARA","2015-03"
11,"FASINTSARA","FASINTSARA","2015-03"
8,"IFANADIANA","IFANADIANA","2015-03"
3,"KELILALINA","KELILALINA","2015-03"
12,"MAROHARATRA","MAROHARATRA","2015-03"
13,"MAROTOKO","MAROTOKO","2015-03"
1,"RANOMAFANA","RANOMAFANA","2015-03"
10,"TSARATANANA","TSARATANANA","2015-03"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-04"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-04"
9,"ANALAMPASINA","ANALAMPASINA","2015-04"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-04"
7,"AMBIABE","ANDRORANGAVOLA","2015-04"
14,"ANTARETRA","ANTARETRA","2015-04"
15,"ANTSINDRA","ANTSINDRA","2015-04"
5,"AMPASINAMBO","FASINTSARA","2015-04"
11,"FASINTSARA","FASINTSARA","2015-04"
8,"IFANADIANA","IFANADIANA","2015-04"
3,"KELILALINA","KELILALINA","2015-04"
12,"MAROHARATRA","MAROHARATRA","2015-04"
13,"MAROTOKO","MAROTOKO","2015-04"
1,"RANOMAFANA","RANOMAFANA","2015-04"
10,"TSARATANANA","TSARATANANA","2015-04"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-05"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-05"
9,"ANALAMPASINA","ANALAMPASINA","2015-05"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-05"
7,"AMBIABE","ANDRORANGAVOLA","2015-05"
14,"ANTARETRA","ANTARETRA","2015-05"
15,"ANTSINDRA","ANTSINDRA","2015-05"
5,"AMPASINAMBO","FASINTSARA","2015-05"
11,"FASINTSARA","FASINTSARA","2015-05"
8,"IFANADIANA","IFANADIANA","2015-05"
3,"KELILALINA","KELILALINA","2015-05"
12,"MAROHARATRA","MAROHARATRA","2015-05"
13,"MAROTOKO","MAROTOKO","2015-05"
1,"RANOMAFANA","RANOMAFANA","2015-05"
10,"TSARATANANA","TSARATANANA","2015-05"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-06"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-06"
9,"ANALAMPASINA","ANALAMPASINA","2015-06"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-06"
7,"AMBIABE","ANDRORANGAVOLA","2015-06"
14,"ANTARETRA","ANTARETRA","2015-06"
15,"ANTSINDRA","ANTSINDRA","2015-06"
5,"AMPASINAMBO","FASINTSARA","2015-06"
11,"FASINTSARA","FASINTSARA","2015-06"
8,"IFANADIANA","IFANADIANA","2015-06"
3,"KELILALINA","KELILALINA","2015-06"
12,"MAROHARATRA","MAROHARATRA","2015-06"
13,"MAROTOKO","MAROTOKO","2015-06"
1,"RANOMAFANA","RANOMAFANA","2015-06"
10,"TSARATANANA","TSARATANANA","2015-06"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-07"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-07"
9,"ANALAMPASINA","ANALAMPASINA","2015-07"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-07"
7,"AMBIABE","ANDRORANGAVOLA","2015-07"
14,"ANTARETRA","ANTARETRA","2015-07"
15,"ANTSINDRA","ANTSINDRA","2015-07"
5,"AMPASINAMBO","FASINTSARA","2015-07"
11,"FASINTSARA","FASINTSARA","2015-07"
8,"IFANADIANA","IFANADIANA","2015-07"
3,"KELILALINA","KELILALINA","2015-07"
12,"MAROHARATRA","MAROHARATRA","2015-07"
13,"MAROTOKO","MAROTOKO","2015-07"
1,"RANOMAFANA","RANOMAFANA","2015-07"
10,"TSARATANANA","TSARATANANA","2015-07"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-08"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-08"
9,"ANALAMPASINA","ANALAMPASINA","2015-08"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-08"
7,"AMBIABE","ANDRORANGAVOLA","2015-08"
14,"ANTARETRA","ANTARETRA","2015-08"
15,"ANTSINDRA","ANTSINDRA","2015-08"
5,"AMPASINAMBO","FASINTSARA","2015-08"
11,"FASINTSARA","FASINTSARA","2015-08"
8,"IFANADIANA","IFANADIANA","2015-08"
3,"KELILALINA","KELILALINA","2015-08"
12,"MAROHARATRA","MAROHARATRA","2015-08"
13,"MAROTOKO","MAROTOKO","2015-08"
1,"RANOMAFANA","RANOMAFANA","2015-08"
10,"TSARATANANA","TSARATANANA","2015-08"
2,"AMBOHIMANGA DU SUD","AMBOHIMANGA DU SUD","2015-09"
4,"AMBOHIMIERA","AMBOHIMIERA","2015-09"
9,"ANALAMPASINA","ANALAMPASINA","2015-09"
6,"ANDRORANGAVOLA","ANDRORANGAVOLA","2015-09"
7,"AMBIABE","ANDRORANGAVOLA","2015-09"
14,"ANTARETRA","ANTARETRA","2015-09"
15,"ANTSINDRA","ANTSINDRA","2015-09"
5,"AMPASINAMBO","FASINTSARA","2015-09"
11,"FASINTSARA","FASINTSARA","2015-09"
8,"IFANADIANA","IFANADIANA","2015-09"
